,dir,accuracies,packsRaw
314,tetyama-trial-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'par', 'plot'], 'package:mice': ['complete', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
315,harsh2-exploring-the-titanic-dataset,0.798,"{'c(""package:dplyr"", ""package:Hmisc"")': ['summarize'], 'c(""package:dplyr"", ""package:stats"")': ['filter'], 'character(0)': ['pretty_breaks'], 'package:base': ['as.character', 'as.factor', 'as.numeric', 'as.ordered', 'c', 'cbind', 'colnames', 'data.frame', 'factor', 'ifelse', 'is.na', 'length', 'library', 'max', 'mean', 'nrow', 'paste', 'prop.table', 'range', 'rbind', 'rm', 'round', 'rownames', 'rowSums', 'sapply', 'set.seed', 'strsplit', 'sub', 'substring', 'sum', 'summary', 'table', 'unique', 'which'], 'package:caret': ['train', 'trainControl'], 'package:cowplot': ['plot_grid'], 'package:dplyr': ['arrange', 'group_by', 'left_join', 'n', 'select', 'summarise'], 'package:ggplot2': ['aes', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_label', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous', 'theme'], 'package:graphics': ['hist', 'par'], 'package:Hmisc': ['cut2'], 'package:knitr': ['kable'], 'package:randomForest': ['varImpPlot'], 'package:stats': ['lm', 'median', 'predict'], 'package:utils': ['read.csv', 'str', 'tail', 'write.csv']}"
316,vishnusaiv-titanic-data-analysis,0.781,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'factor', 'ifelse', 'is.na', 'levels', 'library', 'max', 'min', 'round', 'sum', 'summary'], 'package:dplyr': ['glimpse', 'mutate', 'select'], 'package:ggplot2': ['aes', 'geom_bar', 'geom_density', 'ggplot', 'ggtitle', 'scale_fill_discrete', 'scale_x_discrete', 'xlab', 'ylab'], 'package:ggthemes': ['theme_few'], 'package:stats': ['lm', 'predict'], 'package:utils': ['read.csv', 'write.csv']}"
317,yugrao-titanic-n,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'system', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
318,binilkuriachan-titanic-random-forest,0.776,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
319,yugrao-titanic2,0.771,"{'package:base': ['as.character', 'c', 'data.frame', 'factor', 'is.na', 'library', 'rbind', 'sapply', 'strsplit', 'sub', 'substr', 'summary'], 'package:rpart': ['rpart', 'rpart.control'], 'package:rpart.plot': ['prp'], 'package:stats': ['median', 'predict'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
320,qianbi-titanic-rpart,0.781,"{'package:base': ['c', 'gsub', 'ifelse', 'lapply', 'library'], 'package:dplyr': ['bind_rows'], 'package:rpart': ['rpart'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'write.csv']}"
321,rhyando-r-embulan-titanic-notebook,0.742,"{'c(""package:sp"", ""package:base"")': ['merge'], 'package:base': ['apply', 'as.character', 'as.data.frame', 'as.factor', 'as.numeric', 'c', 'cbind', 'data.frame', 'gsub', 'ifelse', 'is.na', 'lapply', 'length', 'max', 'names', 'nrow', 'order', 'rbind', 'round', 'sapply', 'strsplit', 'substr', 'sum', 'table', 'unlist'], 'package:ggplot2': ['aes', 'element_text', 'geom_bar', 'geom_boxplot', 'ggplot', 'scale_x_discrete', 'theme'], 'package:graphics': ['barplot', 'par'], 'package:rpart': ['rpart', 'rpart.control'], 'package:rpart.plot': ['prp'], 'package:stats': ['aggregate', 'median', 'predict', 'quantile'], 'package:stringr': ['str_locate'], 'package:utils': ['head', 'install.packages', 'installed.packages', 'read.csv', 'write.csv']}"
322,yugrao-titanic,0.771,"{'package:base': ['as.character', 'c', 'data.frame', 'factor', 'is.na', 'library', 'rbind', 'sapply', 'strsplit', 'sub', 'substr', 'summary'], 'package:rpart': ['rpart', 'rpart.control'], 'package:rpart.plot': ['prp'], 'package:stats': ['median', 'predict'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
323,dascanvas-titanic-random-forest,0.786,"{'package:Amelia': ['missmap'], 'package:base': ['c', 'data.frame', 'factor', 'is.na', 'library', 'mean', 'require', 'sapply', 'set.seed', 'subset', 'sum', 'table'], 'package:caTools': ['sample.split'], 'package:graphics': ['hist'], 'package:mice': ['complete', 'mice'], 'package:plyr': ['rbind.fill'], 'package:randomForest': ['importance', 'randomForest'], 'package:stats': ['na.omit', 'predict'], 'package:stringr': ['str_locate', 'str_sub'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
324,arfinul-exploring-survival-on-the-titanicc,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
325,lagprophet-titanic,0.778,"{'package:base': ['data.frame', 'library'], 'package:rpart': ['rpart'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'write.csv']}"
326,seshadrikolluri-predicting-survival-on-titanic,0.783,"{'package:base': ['as.factor', 'as.numeric', 'c', 'cbind', 'colnames', 'is.na', 'library', 'mean', 'names', 'sort', 'subset', 'summary', 'table'], 'package:caret': ['train', 'trainControl'], 'package:ggplot2': ['aes', 'facet_wrap', 'geom_bar', 'geom_density', 'geom_histogram', 'ggplot'], 'package:reshape': ['melt'], 'package:rpart': ['rpart'], 'package:rpart.plot': ['rpart.plot'], 'package:stats': ['predict'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
327,arunkumarramanan-data-science-in-r-and-titanic-survival-prediction,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'geom_bar', 'geom_text', 'ggplot', 'labs'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['legend', 'plot'], 'package:mice': ['complete', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
328,beiqiwang-predictive-analysis-of-survival-rate-on-titanic,0.778,"{'package:base': ['as.integer', 'c', 'cut', 'data.frame', 'factor', 'is.na', 'length', 'library', 'mean', 'names', 'nchar', 'options', 'rbind', 'rep', 'round', 'sample', 'set.seed', 'strsplit', 'sum', 'table', 'tapply'], 'package:e1071': ['svm'], 'package:ggplot2': ['aes', 'geom_density', 'geom_histogram', 'geom_vline', 'ggplot'], 'package:graphics': ['barplot', 'hist', 'par'], 'package:randomForest': ['randomForest'], 'package:rpart': ['rpart'], 'package:stats': ['glm', 'median', 'na.omit', 'predict'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
329,fermm92-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
330,brirush-logistic-regression-for-titanic,0.774,"{'package:base': ['cbind', 'colnames', 'data.frame', 'round', 'summary'], 'package:stats': ['glm', 'predict'], 'package:utils': ['read.csv', 'write.csv']}"
331,swatishukla-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
332,nefise-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
333,juverstraeten-titanic-test-5-decision-tree-w-cabin,0.783,"{'package:base': ['as.character', 'c', 'data.frame', 'factor', 'library', 'prop.table', 'rbind', 'sapply', 'strsplit', 'sub', 'substr', 'table'], 'package:grDevices': ['dev.off', 'png'], 'package:rpart': ['rpart', 'rpart.control'], 'package:rpart.plot': ['prp'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
334,xliang-titanic-survival-prediction,0.769,"{'c(""package:mice"", ""package:base"")': ['cbind', 'rbind'], 'c(""package:stats4"", ""package:base"")': ['summary'], 'character(0)': ['kagglePred'], 'package:base': ['c', 'data.frame', 'factor', 'is.na', 'levels', 'library', 'mean', 'nrow', 'set.seed', 'sub', 'sum', 'table'], 'package:e1071': ['svm', 'tune.randomForest'], 'package:ggplot2': ['aes', 'geom_boxplot', 'ggplot'], 'package:mice': ['md.pattern'], 'package:party': ['cforest', 'cforest_unbiased'], 'package:randomForest': ['varImpPlot'], 'package:stats': ['complete.cases', 'cor', 'median', 'predict'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
335,liudj2008-fork-of-titanic,0.781,"{'package:base': ['as.character', 'as.factor', 'c', 'data.frame', 'is.na', 'levels', 'library', 'mean', 'names', 'rep', 'sample', 'set.seed', 'summary', 'system', 'table'], 'package:randomForest': ['randomForest'], 'package:stats': ['predict'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
336,curtaincall-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
337,gpellis-exploring-survival-on-the-titanic-with-r-notebook,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
338,waiyujack-titanic-random-search-in-r,0.764,"{'c(""package:dplyr"", ""package:base"")': ['setdiff'], 'c(""package:dplyr"", ""package:stats"")': ['filter'], 'character(0)': ['auc', 'xgb.cv', 'xgb.DMatrix', 'xgb.train'], 'package:base': ['apply', 'as.factor', 'as.numeric', 'c', 'cat', 'colnames', 'data.frame', 'ifelse', 'is.na', 'length', 'library', 'list', 'list.files', 'log', 'max', 'mean', 'paste0', 'rbind', 'replace', 'round', 'sample', 'sample.int', 'sapply', 'set.seed', 'subset', 'system.time', 'unique', 'which', 'which.max'], 'package:dplyr': ['case_when', 'funs', 'group_by', 'mutate', 'mutate_if', 'n', 'rename', 'select', 'summarise'], 'package:stats': ['predict', 'runif'], 'package:stringr': ['str_locate', 'str_sub'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
339,tomaszw-predictive-analysis-of-survival-rate-on-titanic,0.778,"{'character(0)': ['get_age', 'get_titles'], 'package:base': ['as.character', 'as.data.frame', 'as.integer', 'as.numeric', 'c', 'cat', 'cut', 'data.frame', 'factor', 'ifelse', 'is.na', 'length', 'library', 'list', 'max', 'mean', 'min', 'names', 'options', 'rbind', 'rep', 'return', 'round', 'sample', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'tapply', 'which'], 'package:e1071': ['svm'], 'package:ggplot2': ['aes', 'geom_density', 'geom_histogram', 'geom_vline', 'ggplot'], 'package:graphics': ['barplot', 'hist', 'par'], 'package:randomForest': ['randomForest'], 'package:rpart': ['rpart'], 'package:stats': ['glm', 'median', 'na.omit', 'predict'], 'package:utils': ['head', 'read.csv', 'str', 'write.csv']}"
340,allanwbrooks-exploring-survival-on-the-titanic,0.771,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'character(0)': ['`:=`'], 'package:base': ['as.factor', 'c', 'colnames', 'cut', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table', 'tapply'], 'package:data.table': ['setDT'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['boxplot', 'hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
341,phubert-mackenzie-bigdata-titanic-knn,0.594,"{'package:base': ['as.character', 'as.numeric', 'c', 'colnames', 'colSums', 'data.frame', 'is.na', 'levels', 'library', 'matrix', 'max', 'mean', 'min', 'ncol', 'nrow', 'paste0', 'print', 'subset', 'summary', 'which', 'which.max'], 'package:class': ['knn'], 'package:graphics': ['plot'], 'package:utils': ['head', 'read.csv', 'write.csv']}"
342,peggy88-titanic-data-eda-by-peggy,0.778,"{'package:base': ['as.character', 'as.factor', 'c', 'colSums', 'data.frame', 'dim', 'is.na', 'library', 'rbind', 'summary', 'table'], 'package:graphics': ['plot'], 'package:rpart': ['rpart'], 'package:stats': ['complete.cases', 'median', 'predict'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
343,arjunrampal-titanic-eda-rf,0.762,"{'package:base': ['as.character', 'as.factor', 'c', 'cbind', 'cut', 'data.frame', 'factor', 'is.na', 'length', 'library', 'mean', 'nchar', 'nrow', 'prop.table', 'rbind', 'seq', 'set.seed', 'substring', 'sum', 'summary', 'table', 'unique'], 'package:DT': ['datatable'], 'package:ggplot2': ['aes', 'geom_bar', 'geom_density', 'ggplot'], 'package:randomForest': ['randomForest', 'varImpPlot'], 'package:rpart': ['rpart'], 'package:stats': ['aggregate', 'predict'], 'package:stringr': ['str_locate', 'str_sub'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
344,tabouzid-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
345,archeryue-exploring-survival-on-the-titanic,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
346,gravitymhxy2-titanic,0.783,"{'c(""package:mice"", ""package:base"")': ['cbind'], 'package:base': ['as.factor', 'c', 'colSums', 'diag', 'is.na', 'levels', 'library', 'mean', 'set.seed', 'sum', 'table'], 'package:caret': ['createDataPartition'], 'package:dplyr': ['bind_cols'], 'package:randomForest': ['randomForest'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'str', 'write.csv'], 'package:VIM': ['aggr']}"
347,rennocks-titanicmodel,0.764,"{'package:base': ['c', 'factor', 'ifelse', 'library', 'summary', 'Sys.sleep'], 'package:caret': ['confusionMatrix', 'createDataPartition', 'train'], 'package:stats': ['predict'], 'package:utils': ['read.csv', 'write.csv']}"
348,iherbert-titanic,0.771,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'character(0)': ['bin_namer', 'bind', 'build_models', 'get_predictions', 'test_predict'], 'package:base': ['as.character', 'as.factor', 'as.integer', 'as.numeric', 'c', 'cbind', 'ceiling', 'data.matrix', 'diag', 'factor', 'floor', 'grepl', 'ifelse', 'is.na', 'length', 'library', 'list.files', 'matrix', 'mean', 'names', 'nrow', 'paste', 'print', 'range', 'return', 'round', 'rowMeans', 'sample', 'set.seed', 'sum', 'summary', 'table', 'vector', 'which'], 'package:caret': ['train', 'trainControl'], 'package:dplyr': ['bind_rows', 'group_by', 'mutate', 'n', 'select', 'summarize'], 'package:ggplot2': ['aes', 'element_text', 'geom_boxplot', 'geom_col', 'geom_histogram', 'geom_point', 'ggplot', 'labs', 'scale_x_log10', 'theme'], 'package:graphics': ['plot', 'text'], 'package:randomForest': ['randomForest'], 'package:readr': ['read_csv', 'write_csv'], 'package:stats': ['glm', 'median', 'predict'], 'package:tidyr': ['separate'], 'package:tree': ['tree'], 'package:utils': ['head', 'str'], 'package:xgboost': ['xgb.DMatrix', 'xgb.importance', 'xgb.plot.importance', 'xgb.plot.multi.trees', 'xgboost']}"
349,bryan1201-exploring-survival-on-the-titanic-by-bryan1201,0.764,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'package:base': ['as.factor', 'c', 'cat', 'colnames', 'data.frame', 'factor', 'gsub', 'is.na', 'lapply', 'library', 'names', 'nlevels', 'paste', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'sum', 'table'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'mutate'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_histogram', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'scale_y_continuous'], 'package:ggthemes': ['theme_few'], 'package:graphics': ['hist', 'legend', 'mosaicplot', 'par', 'plot'], 'package:mice': ['complete', 'md.pattern', 'mice'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['median', 'predict', 'reorder'], 'package:utils': ['read.csv', 'str', 'write.csv']}"
350,chemjong-titanic-survival-prediction,0.778,"{'c(""package:dplyr"", ""package:stats"")': ['filter'], 'c(""package:ROCR"", ""package:colorspace"", ""package:graphics"")': ['plot'], 'package:base': ['as.factor', 'c', 'data.frame', 'factor', 'gsub', 'is.na', 'library', 'names', 'paste0', 'round', 'row.names', 'sapply', 'set.seed', 'strsplit', 'substr', 'sum', 'summary'], 'package:dplyr': ['bind_rows', 'dense_rank', 'desc', 'distinct', 'glimpse', 'group_by', 'mutate', 'summarise'], 'package:ggplot2': ['aes', 'coord_flip', 'facet_grid', 'geom_bar', 'geom_boxplot', 'geom_density', 'geom_hline', 'geom_text', 'geom_vline', 'ggplot', 'labs', 'scale_x_continuous', 'theme_bw'], 'package:graphics': ['hist'], 'package:randomForest': ['importance', 'randomForest'], 'package:scales': ['dollar_format'], 'package:stats': ['lm', 'median', 'predict', 'reorder'], 'package:stringr': ['str_trim'], 'package:utils': ['read.csv', 'str', 'write.csv'], 'package:VIM': ['aggr']}"
351,scout16-titanic-disaster-in-r,0.764,"{'package:base': ['data.frame', 'library', 'prop.table', 'system', 'table'], 'package:utils': ['read.csv', 'write.csv']}"
